id_oglasa,naslov,tip_nepremicnine,stevilo_sob_opis,stevilo_sob,cena,valuta,m2,leto_gradnje,nadstropje,opis_kratek,opis_poln,regija,upravna_enota,obcina,naselje,url_oglasa
7283325,"KNEZ MISLAV, KRALJA DRŽISLAVA",Stanovanje,2-sobno,2.0,1450.0,EUR,125.0,,,"125 m2, 2-sobno, oddamo. Cena: 1.450,00 EUR/mes","V samem centru Zagreba, na izjemno privlačni in iskani lokaciji, je na voljo za najem prostorno in popolnoma opremljeno trisobno stanovanje s skupno površino 125 m².Stanovanje se nahaja v 4. nadstropju vzdrževane stavbe z dvigalom, odlikuje pa ga obilo naravne svetlobe in prijeten občutek prostornosti. Sestavljeno je iz dveh spalnic, dnevne sobe, jedilnice in kuhinje odprtega tipa, kopalnice z WC-jem ter garderobne sobe, kar dodatno prispeva k funkcionalnosti in udobju bivanja.Notranjost je zasnovana s poudarkom na kakovosti in trajnosti, stanovanje pa je opremljeno s sodobnim pohištvom in aparati priznanih proizvajalcev, vključno z aparati Miele, novim PVC stavbnim pohištvom in protivlomnimi vrati. Prostor je udoben, praktičen in primeren za vsakodnevno življenje v središču mesta.Stavba je urejena in redno vzdrževana, streha pa je bila v celoti prenovljena leta 2015, kar še dodatno prispeva h kakovosti bivanja.Lokacija omogoča hiter in enostaven dostop do vse mestne infrastrukture - trgovin, gostinskih in kulturnih objektov, poslovnih con ter javnega prevoza. Po potrebi je možno urediti tudi parkirno mesto v bližnji garaži.Stanovanje je vseljivo takoj in je idealno za pare, poslovneže ali manjše družine, ki iščejo kakovostno in prostorno stanovanje v samem srcu Zagreba z vsemi prednostmi urbanega življenja.... Več na eurovilla.hr, ID: 292581",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-kralja-drzislava-stanovanje_7283325/
7354220,"KNEZ MISLAV, MARTIĆEVA",Stanovanje,3-sobno,3.0,1200.0,EUR,90.0,,,"90 m2, 3-sobno, oddamo. Cena: 1.200,00 EUR/mes","Martićeva ulica, v prvem nadstropju dobro vzdrževane stavbe z dvigalom, se nahaja funkcionalno trisobno stanovanje velikosti 90 m².Stanovanje obsega predprostor, prostorno dnevno sobo, ločeno kuhinjo in jedilnico z izhodom na balkon, dve spalnici, delovno sobo, WC za goste in kopalnico.Oddaja se popolnoma opremljeno, ogrevanje je plinsko, klimatizirano.Nahaja se na odlični lokaciji, v neposredni bližini vseh potrebnih vsebin za kakovostno mestno življenje, kot tudi javnega prevoza (tramvajske cone).Ostale informacije na zahtevo.... Več na eurovilla.hr, ID: 156441",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-marticeva-stanovanje_7354220/
7378582,"KNEZ MISLAV, TRG DRAGE IBLERA",Stanovanje,2-sobno,2.0,1400.0,EUR,93.0,,,"93 m2, 2-sobno, oddamo. Cena: 1.400,00 EUR/mes","Donji Grad, Importanne Galleria: lepo, popolnoma opremljeno dvosobno stanovanje (93 m²) v 2. nadstropju dobro vzdrževane stavbe z dvigalom. Obsega predsobo, prostorno dnevno sobo z jedilnico, opremljeno kuhinjo, glavno spalnico z lastno kopalnico (kad), drugo spalnico, kopalnico s tušem in shrambo. Značilnosti vključujejo centralno ogrevanje in hlajenje ter prezračevalni sistem.Stanovanjski del poslovnega centra Galleria je ločen od komercialnega dela; ima namenski vhod iz ulice Smiciklasova in še enega iz garaže, namenjene samo stanovalcem (dostop s kartico). Gre za visokokakovostno, dobro vzdrževano stavbo z recepcijo in 24-urno varnostjo (video nadzor). Idealna nepremičnina za poslovneže v samem srcu mesta. Na voljo so možnosti najema parkirnega mesta ter uporabe skupne telovadnice in savne. V pritličju in spodnjih etažah so trgovine, kavarne, restavracije in vse potrebne storitve za udobno življenje. Odlična mikro lokacija le nekaj minut hoje od centra mesta; nahaja se v tramvajski coni.Za vse dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 321304",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-trg-drage-iblera-stanovanje_7378582/
6965689,"KNEZ MISLAV, TRG ŽRTAVA FAŠIZMA",Stanovanje,1-sobno,1.0,950.0,EUR,42.0,,,"42 m2, 1-sobno, oddamo. Cena: 950,00 EUR/mes","Donji Grad, Trg žrtava fašizma, čudovito urejeno in popolnoma opremljeno enosobno stanovanje v izmeri 42 m2 v 4. nadstropju dobro vzdrževane stavbe z dvigalom. Sestoji iz odprtega bivalnega prostora z opremljeno kuhinjo in jedilnico, spalnice, kopalnice s tušem in balkona, ki gleda na dvoriščno stran stavbe. Ogrevanje in hlajenje preko toplotne črpalke.Najemnina vključuje vse stroške, internet in TV ter tedensko čiščenje z menjavo posteljnine.Atraktivna lokacija v centru mesta, v bližini javnega prevoza, trgovin, javne garaže Importanne galleria in vseh potrebnih objektov.Dodatne informacije na zahtevo.... Več na eurovilla.hr, ID: 467482",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-trg-zrtava-fasizma-stanovanje_6965689/
7398245,"KNEZ MISLAV, TRG ŽRTAVA FAŠIZMA",Stanovanje,1-sobno,1.0,1150.0,EUR,55.0,,,"55 m2, 1-sobno, oddamo. Cena: 1.150,00 EUR/mes","Donji Grad, Trg žrtev fašizma: lepo urejeno in popolnoma opremljeno enosobno stanovanje (55 m²) v 4. nadstropju dobro vzdrževane stavbe z dvigalom. Obsega predsobo z vgradno omaro, odprt dnevni prostor z opremljeno kuhinjo in jedilnico, spalnico z garderobno omaro, kopalnico s tušem in balkon s pogledom na dvorišče stavbe. Značilnosti vključujejo neodvisno plinsko ogrevanje in klimatsko napravo.Cena najema vključuje vse stroške in storitve čiščenja vsaka dva tedna.Privlačna lokacija v središču mesta v neposredni bližini javnega prevoza, trgovin, javne garaže Importanne Galleria in vseh bistvenih dobrin.Dodatne informacije so na voljo na zahtevo.... Več na eurovilla.hr, ID: 167788",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-trg-zrtava-fasizma-stanovanje_7398245/
7066280,"KNEZ MISLAV, TVRTKOVA",Stanovanje,2-sobno,2.0,900.0,EUR,93.0,,,"93 m2, 2-sobno, oddamo. Cena: 900,00 EUR/mes","Čudovito in udobno enosobno stanovanje velikosti 83 m2, ki se nahaja v 1. nadstropju dobro vzdrževane stavbe.Sestoji se iz hodnika, jedilnice, kuhinje, spalnice, dnevne sobe, ene manjše sobe, ki lahko služi kot pisarna, kopalnice in stranišča.Ima 2 balkona (2 m2 in 5 m2), del podstrešja (8 m2) ter klet in shrambo (8 m2). Skupna neto uporabna površina je 93 m2.Orientacija sever-jug.Odlična razporeditev prostorov. Dobro opremljeno in pohištveno.Atraktivna lokacija v centru mesta, blizu vseh pomembnih storitev.Ostale informacije na voljo na zahtevo.... Več na eurovilla.hr, ID: 623285",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-tvrtkova-stanovanje_7066280/
6880530,"KNEZ MISLAV, VLAŠKA",Stanovanje,4-sobno,4.0,3250.0,EUR,180.0,,,"180 m2, 4-sobno, oddamo. Cena: 3.250,00 EUR/mes","Zagreb, Evropski trg, strogi center, dvoetazno stirisobno stanovanje 180 m2 z veliko teraso in pogledom na katedralo. Spodnja etaza: predsoba, prostorna dnevna soba s kuhinjo in jedilnico ter izhodom na teraso, shramba, kopalnica, WC za goste, velika spalnica s kopalnico, pralnica. Nadstropje: 3 spalnice, 2 kopalnici. Opremljeno in kompletno opremljeno, orientirano na sever in zahod stanovanja, talno ogrevanje na plin, klima. Pripada mu parkirni prostor za 3 avtomobile na dvoriscu stavbe. Nahaja se v coni za pesce na Evropskem trgu, v blizini trga bana Jelacica, trznice Dolac, trgovin, lekarn, javnega mestnega prevoza, javnega parkirisca in vseh potrebnih vsebin za zivljenje. Za vsa druga vprasanja nas kontaktirajte.... Več na eurovilla.hr, ID: 910727",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-vlaska-stanovanje_6880530/
7285417,"KNEZ MISLAV, ZVONIMIROVA",Stanovanje,2-sobno,2.0,1200.0,EUR,56.0,,,"56 m2, 2-sobno, oddamo. Cena: 1.200,00 EUR/mes","Zagreb, Zvonimirova, prostorno trisobno stanovanje/poslovni prostor velikosti 80 m2 v pritličju.Stanovanje/poslovni prostor obsega predsobo, spalnico z garderobo, kopalnico, dnevno sobo s kuhinjo in še eno spalnico z lastno kopalnico.Prostor je neopremljen in se lahko uporablja kot stanovanje ali poslovni prostor. Prostoru pripada eno zunanje parkirno mesto.Stanovanje se nahaja v neposredni bližini centra mesta, tramvajske postaje, šole, parka in vseh bistvenih dobrin za udobno življenje.Za več informacij nas kontaktirajte.... Več na eurovilla.hr, ID: 636275",Mesto Zagreb,VSE,Zagreb-mesto,Knez Mislav,https://www.nepremicnine.net/oglasi-oddaja/knez-mislav-zvonimirova-stanovanje_7285417/
7076720,KNEŽIJA - SREDNJACI,Stanovanje,1-sobno,1.0,650.0,EUR,28.0,,,"28 m2, 1-sobno, oddamo. Cena: 650,00 EUR/mes","Zagreb, Srednjaci, odlično enosobno stanovanje v 13. nadstropju dobro vzdrževane stavbe s 6 dvigali.Sestoji iz predprostora, odprte kuhinje, jedilnice in spalnice/dnevne sobe z izhodom na balkon ter kopalnice, skupne površine 28,50 m2.Pred stavbo je veliko javno parkirišče.Stanovanje je popolnoma prenovljeno in opremljeno s kakovostnim pohištvom in gospodinjskimi aparati.Nahaja se na prometni lokaciji, v bližini javnega prevoza, trgovin, šol, restavracij in vseh ostalih dobrin, potrebnih za kakovostno življenje.Za vse dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 430236",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-stanovanje_7076720/
7335000,KNEŽIJA - SREDNJACI,Stanovanje,1-sobno,1.0,800.0,EUR,35.0,2022,,"35 m2, 1-sobno, novogradnja - zgr. l. 2022, oddamo. Cena: 800,00 EUR/mes","NOVOOBNOVLJENO 2-SOBNO STANOVANJE S PARKINGOM, KNEŽIJA Oddaja se 2-sobno stanovanje v 4. nadstropju stavbe z dvigalom, površine 35 m2, v bližini Savske ceste. Sestoji iz: vhodnega hodnika, kuhinje z jedilnico, dnevne sobe, 1 spalnice in kopalnice. Stanovanju dodatno pripada parkirno mesto v garaži. Lokacija ima odlično prometno povezavo, bližino javnega prevoza, trgovin, kavarn, savskega nasipa za rekreacijo itd. Več informacij na zahtevo.",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-stanovanje_7335000/
7371179,KNEŽIJA - SREDNJACI,Stanovanje,1-sobno,1.0,1000.0,EUR,52.0,,,"52 m2, 1-sobno, oddamo. Cena: 1.000,00 EUR/mes","Zagreb, Knežija, moderno enosobno stanovanje v četrtem nadstropju dobro vzdrževane stavbe z dvigalom.Sestoji iz predprostora, odprte kuhinje, jedilnice in dnevne sobe z izhodom na ložo, ki ponuja odprt pogled, kopalnice in spalnice.Stanovanju pripada zunanje parkirno mesto.Popolnoma opremljeno s kakovostnimi gospodinjskimi aparati in pohištvom.Nahaja se na izjemno iskani in frekventni lokaciji, v neposredni bližini javnega prevoza, trgovin, restavracij in vseh ostalih vsebin, potrebnih za kakovostno življenje.Za vse dodatne informacije smo vam na voljo.... Več na eurovilla.hr, ID: 560067",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-stanovanje_7371179/
7389829,KNEŽIJA - SREDNJACI,Stanovanje,2-sobno,2.0,1300.0,EUR,55.0,,,"55 m2, 2-sobno, oddamo. Cena: 1.300,00 EUR/mes",,Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-stanovanje_7389829/
7392118,KNEŽIJA - SREDNJACI,Stanovanje,2-sobno,2.0,1300.0,EUR,62.0,,,"62 m2, 2-sobno, oddamo. Cena: 1.300,00 EUR/mes","Zagreb, Knežija – Moderno dvosobno stanovanje z garažnim parkirnim mestom na odlični lokaciji Naprodaj je lepo in moderno dvosobno stanovanje v iskani zagrebški soseski Knežija. Stanovanje se nahaja v 6. nadstropju kakovostne novejše stanovanjske stavbe z dvigalom. Stanovanje ima funkcionalno razporeditev in obsega: • predsobo, • prostorno odprto dnevno sobo, povezano s kuhinjo in jedilnico, • dostop do udobne lože, • dve spalnici, • eno kopalnico, • dodatno teraso. Stanovanju pripada tudi garažno parkirno mesto, ki zagotavlja dodatno udobje in varnost. Nepremičnina se nahaja na odlični in zelo zaželeni lokaciji, v neposredni bližini vseh potrebnih vsebin za udobno vsakdanje življenje, vključno s tramvajskimi in avtobusnimi postajami, šolami, vrtci, trgovinami, kavarnami, lekarnami, zdravstvenimi ustanovami in številnimi drugimi storitvami. Odlične prometne povezave, kakovostna gradnja in funkcionalen tloris naredijo to nepremičnino idealno izbiro za družinsko življenje ter izjemno dolgoročno naložbo. Za dodatne informacije ali dogovor o ogledu nas prosimo kontaktirajte. Z veseljem bomo odgovorili na vsa dodatna vprašanja.... Več na eurovilla.hr, ID: 743786",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-stanovanje_7392118/
7382133,KNEŽIJA - SREDNJACI,Stanovanje,2-sobno,2.0,1000.0,EUR,65.0,,,"65 m2, 2-sobno, oddamo. Cena: 1.000,00 EUR/mes","Udobno trisobno stanovanje za najem v Srednjacih, velikosti 65,39 m2, ki se nahaja v devetem nadstropju dobro vzdrževane stanovanjske stavbe z dvigalom. Stanovanje je delno opremljeno in ponuja dobro ravnovesje med funkcionalnostjo in prilagodljivostjo opreme glede na potrebe bodočega najemnika.Razporeditev stanovanja obsega dnevno sobo, kuhinjo in kopalnico, ki so v celoti opremljene in pripravljene za uporabo, medtem ko je glavna spalnica prav tako opremljena s pohištvom. Druga spalnica ostaja neopremljena, kar omogoča prilagoditev prostora kot otroške sobe, delovne sobe ali dodatne vsebine po želji. Poleg tega ima stanovanje majhno jedilnico, ki se naravno povezuje z dnevnim prostorom, in stranišče za goste.Stanovanje je v večini sob opremljeno s parketom, PVC stavbnim pohištvom in klimatsko napravo. Varnost je dodatno povečana z varnostnimi vrati. Stanovanju pripada tudi shramba v kleti stavbe, ki zagotavlja dodaten prostor za shranjevanje.Lokacija v Srednjacih ponuja dobre povezave z ostalim delom mesta in bližino vseh pomembnih dobrin, kot so trgovine, javni prevoz in šole, zaradi česar je stanovanje primerno za dolgoročni najem.Za vsa vprašanja smo vam na voljo.... Več na eurovilla.hr, ID: 475975",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-stanovanje_7382133/
7386717,KNEŽIJA - SREDNJACI,Stanovanje,3-sobno,3.0,1500.0,EUR,75.0,,,"75 m2, 3-sobno, oddamo. Cena: 1.500,00 EUR/mes","Na privlačni in mirni lokaciji, v soseski Srednjaci, se oddaja popolnoma opremljeno stanovanje velikosti 69 m², ki se nahaja v 2. nadstropju stavbe z dvigalom. Stanovanju pripada tudi shramba v kleti, okoli stavbe pa je na voljo brezplačno parkirišče.Sestavljeno je iz prostornega odprtega koncepta dnevne sobe z jedilnico, popolnoma opremljene moderne kuhinje, treh spalnic, kopalnice in ločenega stranišča. Je južno orientirano, zelo svetlo in ima funkcionalno razporeditev.Ogrevanje je iz toplarne, vgrajeni so novi radiatorji in klima, stanovanje pa je v celoti opremljeno z vsemi potrebnimi gospodinjskimi aparati. Popolnoma je bilo prenovljeno leta 2025.Nahaja se v neposredni bližini trgovin, šol, vrtcev, javnega prevoza in vseh dobrin, potrebnih za prijetno vsakdanje življenje. Odlične prometne povezave omogočajo hiter dostop do vseh delov mesta.Za ostale informacije smo vam na voljo.... Več na eurovilla.hr, ID: 583797",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-stanovanje_7386717/
7391452,KNEŽIJA - SREDNJACI,Stanovanje,2-sobno,2.0,1200.0,EUR,77.0,2002,,"77 m2, 2-sobno, zgrajeno l. 2002, oddamo. Cena: 1.200,00 EUR/mes","STAN, NAJEM, SREDNJACI, 77 M2, GARANŽA. Oddaja se popolnoma opremljen, udoben, trisobni stan v drugem nadstropju novejše, vzdrževane stavbe z dvigalom. Stan sestavljajo dve prostorni spalnici, kopalnica s WC-jem ter popolnoma opremljena kuhinja. Dnevna soba je svetla in odprta, z izhodom na balkon, idealen za sprostitev. Stan je orientiran proti severu in vzhodu, kar zagotavlja naravno svetlobo čez ves dan. Lokacija je odlična, v bližini javnega prevoza - avtobusna in tramvajska postaja sta lahko dostopni, v nekaj minutah hoje so vse potrebne trgovine, pekarna, lekarna, šole... Do centra Zagreba se pride v nekaj minutah vožnje. Posebna prednost je, da stan vključuje garažo in možnost parkiranja na varovanem parkirišču pod rampo. Na voljo takoj.",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-stanovanje_7391452/
7406914,KNEŽIJA - SREDNJACI,Stanovanje,2-sobno,2.0,1700.0,EUR,105.0,2015,,"105 m2, 2-sobno, novogradnja - zgr. l. 2015, oddamo. Cena: 1.700,00 EUR/mes","Oddaja se trisobno stanovanje v drugem nadstropju od skupno dveh nadstropij stavbe brez dvigala. Stanovanje obsega open space dnevno sobo, kuhinjo in jedilnico z izhodom na balkon, dve spalnici, dve kopalnici z wc-jem, galerijo ter vhodni hodnik. Usmerjenost: Vzhod - Zahod Ogrevanje: etažno plinsko centralno, talno Stanovanju pripada eno zunanje parkirno mesto. Možnost uporabe shrambe v kleti stavbe. V bližini stanovanja se nahajajo avtobusna postaja, šola, vrtec, trgovine ter gostinski objekti. Stanovanje je prosto od 22.5.",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-stanovanje_7406914/
7391072,"KNEŽIJA - SREDNJACI, JARUN",Stanovanje,3-sobno,3.0,2000.0,EUR,106.0,,,"106 m2, 3-sobno, oddamo. Cena: 2.000,00 EUR/mes","Zagreb, JARUN, na odlični lokaciji, se oddaja lepo in novo prenovljeno štirisobno stanovanje, razporejeno v dveh etažah. Nahaja se v drugem in medetažnem nadstropju tretjega nadstropja manjše, novejše stavbe, luksuzno opremljeno z vsemi potrebnimi aparati, in ima ložo ter prostorno teraso ter dve pokriti parkirni mesti.Stanovanje obsega velik odprt dnevni prostor z jedilnico in kuhinjo, nato tri spalnice in dve kopalnici. Dve etaži sta povezani z marmornim stopniščem, stanovanje pa je svetlo in zračno. Ogrevanje je plinsko, stanovanje pa je klimatizirano. Orientacija stanovanja je severovzhod.Nahaja se na eni izmed najbolj zaželenih lokacij, v naselju Jarun, le 10 minut od Jarunskega jezera. Vsi potrebni objekti za udobno življenje so v bližini, kot so tržnica, različne trgovine, lekarna ter vrtci in šole. Tramvajske in avtobusne postaje so v bližini, lokacija pa je odlično povezana z vsemi deli mesta.Za ostale informacije smo vam na voljo.... Več na eurovilla.hr, ID: 927266",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-jarun-stanovanje_7391072/
7283514,"KNEŽIJA - SREDNJACI, NAŠIČKA",Stanovanje,2-sobno,2.0,1050.0,EUR,66.0,,,"66 m2, 2-sobno, oddamo. Cena: 1.050,00 EUR/mes","Zagreb, Jarun, Našička ulicaModerno dvosobno stanovanje s skupno površino 66 m², ki se nahaja v šestem nadstropju dobro vzdrževane stavbe z dvigalom.Stanovanje obsega predsobo, kuhinjo, povezano z jedilnico in dnevno sobo, dve spalnici, kopalnico z WC-jem, ločen WC, balkon in pripadajočo shrambo v kleti.Vrhunski beli aparati v stanovanju (Bosch, Term Samsung).Nepremičnina se nahaja v neposredni bližini vseh potrebnih vsebin za udobno in kakovostno življenje.Za dodatne informacije ali dogovor za ogled nas prosimo kontaktirajte.... Več na eurovilla.hr, ID: 391416",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-nasicka-stanovanje_7283514/
7356354,"KNEŽIJA - SREDNJACI, NOVA CESTA",Stanovanje,2-sobno,2.0,1200.0,EUR,72.0,,,"72 m2, 2-sobno, oddamo. Cena: 1.200,00 EUR/mes","Popolnoma opremljeno in nedavno prenovljeno trisobno stanovanje z zaprto površino 70,53 m2, ki se nahaja v 1. nadstropju odlično vzdrževane stavbe.Sestoji iz prostornega hodnika, stranišča, kopalnice s straniščem, velike dnevne sobe z jedilnico, 2 spalnic z vgradnimi omarami in balkona. Obstaja tudi možnost ločitve ležišč v štiri samostojne enote, kar prostor naredi še bolj prilagodljiv.Kuhinja je popolnoma opremljena z vsemi potrebnimi gospodinjskimi aparati, vključno s štedilnikom, pečico, hladilnikom, pomivalnim strojem in mikrovalovno pečico. Stanovanje ima tudi shrambo. Skupna bruto površina 72,64 m2.Atraktivna lokacija v bližini vseh bistvenih dobrin za življenje.Za vsa vprašanja smo vam na voljo.... Več na eurovilla.hr, ID: 570917",Mesto Zagreb,VSE,Zagreb-mesto,Knežija - Srednjaci,https://www.nepremicnine.net/oglasi-oddaja/knezija-srednjaci-nova-cesta-stanovanje_7356354/
